head,tail,relation,time,score
美国,华为,损害,2024-10-24,0.052265
美国,华为,损害,2024-11-11,0.052265
美国,华为,损害,2024-10-23,0.052265
美国,华为,损害,2024-10-27,0.052265
美国,华为,损害,2024-10-27,0.052265
美国,华为,损害,2024-11-04,0.052265
美国,华为,损害,2024-10-23,0.052265
美国,华为,损害,2024-10-27,0.052265
美国,华为,损害,2024-10-31,0.052265
美国,华为,损害,2024-10-13,0.052265
美国,华为,损害,2024-12-21,0.052265
美国,华为,损害,2024-12-21,0.052265
美国,华为,损害,2024-10-22,0.052265
美国,华为,损害,2024-11-28,0.052265
美国,华为,损害,2024-10-24,0.052265
美国,华为,损害,2024-12-21,0.052265
美国,华为,损害,2024-08-12,0.052265
美国,华为,损害,2024-10-23,0.052265
美国,华为,损害,2024-10-20,0.052265
美国,华为,损害,2024-10-20,0.052265
美国,华为,损害,2024-10-20,0.052265
路透社,华为,相信,2024-10-27,0.052201
路透社,华为,相信,2024-06-09,0.052201
习近平,美国,欣赏,2024-11-29,0.052089
算能科技,台积电,担忧,2024-10-28,0.052075
算能科技,台积电,担忧,2024-10-28,0.052075
新墨西哥州,英特尔,主导,2024-11-12,0.052000
特朗普政府,华为,欢迎,2024-11-28,0.051981
川普,提高墨西哥关税,主导,2024-11-28,0.051820
唐纳德·特朗普,对中国贸易,相信,2024-11-15,0.051810
美国,SK海力士,认可,2024-12-19,0.051665
台湾政策制定者,川普,攻击,2025-01-10,0.051606
特朗普政府,美国,主导,2024-11-10,0.051577
特朗普政府,美国,主导,2024-11-10,0.051577
特朗普政府,美国,主导,2024-11-10,0.051577
特朗普政府,美国,主导,2024-11-10,0.051577
特朗普政府,美国,主导,2024-11-10,0.051577
特朗普总统,美国,认为有威胁,2024-12-27,0.051473
特朗普,台湾,质疑,2024-11-07,0.051429
特朗普,台湾,质疑,2024-11-05,0.051429
特朗普,台湾,质疑,2024-11-05,0.051429
特朗普,台湾,质疑,2024-11-14,0.051429
特朗普,台湾,质疑,2024-11-05,0.051429
特朗普,台湾,质疑,2024-11-15,0.051429
特朗普,台湾,质疑,2024-11-12,0.051429
特朗普,台湾,质疑,2024-11-12,0.051429
特朗普,台湾,质疑,2024-12-02,0.051429
特朗普,台湾,质疑,2024-11-05,0.051429
路透社,英特尔,质疑,2024-10-29,0.051379
路透社,英特尔,质疑,2024-10-30,0.051379
路透社,英特尔,质疑,2024-08-26,0.051379
路透社,英特尔,质疑,2024-10-31,0.051379
路透社,英特尔,质疑,2024-09-19,0.051379
路透社,英特尔,质疑,2024-08-13,0.051379
路透社,英特尔,质疑,2024-09-19,0.051379
路透社,英特尔,质疑,2024-09-15,0.051379
路透社,英特尔,质疑,2024-09-03,0.051379
路透社,英特尔,质疑,2024-11-29,0.051379
美国,亚马逊,支持,2024-11-05,0.051357
唐纳德·特朗普,美国,质疑,2024-07-18,0.051312
唐纳德·特朗普,美国,质疑,2024-12-03,0.051312
唐纳德·特朗普,美国,质疑,2024-11-14,0.051312
唐纳德·特朗普,美国,质疑,2024-11-15,0.051312
唐纳德·特朗普,美国,质疑,2024-10-30,0.051312
唐纳德·特朗普,美国,质疑,2024-11-05,0.051312
唐纳德·特朗普,美国,质疑,2024-11-05,0.051312
克里斯托夫·福凯,美国,认为违规,2024-11-13,0.051232
美国,英伟达,认为违规,2024-11-09,0.051156
苹果公司,台积电,认为优秀,2024-10-17,0.051140
算能科技,台积电,质疑,2024-10-28,0.051139
算能科技,台积电,质疑,2024-10-28,0.051139
美国,高通,认可,2024-09-22,0.051060
美国,华为,认为有危机,2024-10-31,0.051034
清水洋治,美国,认为犯罪,2024-08-26,0.050921
路透社,华为,认为有成就,2024-06-09,0.050819
特朗普,台湾,认可,2024-10-19,0.050758
Cassidy,彭博社,认可,2024-10-24,0.050712
Cassidy,彭博社,认可,2024-10-24,0.050712
美国,台湾积电,相信,2024-10-27,0.050556
台湾,半导体,损害,2024-11-05,0.050524
台湾,半导体,损害,2025-01-07,0.050524
汪阳,《芯片法案》,主导,2024-11-05,0.050446
杰夫·贝索斯,英伟达,主导,2024-09-03,0.050356
奈德·芬克尔,美国,损害,2025-01-13,0.050339
派珀·萨兰德,英伟达,认为可靠,2024-11-12,0.050334
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-18,0.050206
拜登政府,《芯片法案》,主导,2024-11-18,0.050206
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-07,0.050206
拜登政府,《芯片法案》,主导,2024-11-19,0.050206
特朗普,乔·罗根,视作英雄,2024-11-05,0.050203
特朗普,乔·罗根,视作英雄,2024-10-28,0.050203
德·特朗普,半导体,主导,2024-12-03,0.050191
路透社,博通,认为失败,2024-09-03,0.050165
路透社,魏哲家,欢迎,2024-06-03,0.050142
美国,Alphabet,威胁,2024-10-22,0.050138
雷蒙多,台积电,担忧,2024-11-14,0.050012
美国,华为,威胁,2024-10-23,0.050012
美国,华为,威胁,2024-10-24,0.050012
美国,华为,威胁,2024-11-11,0.050012
美国,华为,威胁,2024-10-31,0.050012
美国,华为,威胁,2024-10-31,0.050012
美国,华为,威胁,2024-08-12,0.050012
路透社,英伟达,担忧,2024-11-17,0.050008
保守派,特朗普,视作英雄,2024-11-05,0.049979
路透社,唐纳德·特朗普,视作英雄,2024-09-20,0.049944
路透社,唐纳德·特朗普,视作英雄,2024-09-19,0.049944
路透社,唐纳德·特朗普,视作英雄,2024-11-06,0.049944
路透社,唐纳德·特朗普,视作英雄,2024-10-30,0.049944
英伟达,台积电,认为失败,2024-09-10,0.049876
英伟达,台积电,认为失败,2024-09-10,0.049876
泰勒·斯威夫特,黄仁勋,感到不满,2024-11-24,0.049845
半导体,台积电,认为失败,2024-11-11,0.049799
美国,台积公司,感谢,2024-07-10,0.049791
郭明池,英伟达,担忧,2025-01-16,0.049728
杰夫·贝索斯,英伟达,认为有成就,2024-09-03,0.049714
特朗普,鲍威尔,认为热情,2025-01-14,0.049527
扎克伯格,黄仁勋,认可,2024-11-24,0.049506
扎克伯格,黄仁勋,认可,2024-11-24,0.049506
扎克伯格,黄仁勋,认可,2024-11-24,0.049506
扎克伯格,黄仁勋,认可,2024-11-24,0.049506
扎克伯格,黄仁勋,认可,2024-11-24,0.049506
台积电,苹果,认可,2024-11-25,0.049091
英伟达,谷歌,担忧,2024-09-09,0.048970
荷兰,美国,损害,2024-12-02,0.048958
荷兰,美国,损害,2024-12-02,0.048958
路透社,魏哲家,质疑,2024-06-03,0.048954
川普,提高墨西哥关税,担忧,2024-11-28,0.048870
Jim·塞默,台积电,威胁,2024-11-03,0.048854
美国,中国,认为有成就,2024-08-26,0.048723
台积公司(TSMC),美国,主导,2024-11-09,0.048664
台积公司(TSMC),美国,主导,2024-11-13,0.048664
台积公司(TSMC),美国,主导,2024-11-13,0.048664
投资人,台积电,认为恐怖,2024-11-05,0.048552
彭博社,魏哲家,欢迎,2024-06-03,0.048548
帕特·基辛格,英特尔,感到不满,2024-12-03,0.048454
帕特·基辛格,英特尔,感到不满,2024-12-02,0.048454
帕特·基辛格,英特尔,感到不满,2024-11-29,0.048454
基辛格,英特尔,认为有威胁,2024-12-02,0.048357
吉娜·雷蒙多,台积电,认为可靠,2024-11-14,0.048284
吉娜·雷蒙多,台积电,认为可靠,2024-11-14,0.048284
雷蒙多,美国,认为有威胁,2024-11-14,0.048243
日本,美国,认可,2024-12-02,0.048139
美国,SK海力士,认为优秀,2024-12-19,0.048094
美国,任天堂,质疑,2025-01-02,0.048049
彼得·蒂尔,特朗普,威胁,2024-11-18,0.048017
路透社,英伟达,主导,2024-11-17,0.048002
Vivek Arya,英特尔,担忧,2024-10-31,0.047939
Vivek Arya,英特尔,担忧,2024-10-31,0.047939
法比安·志中·吴,唐纳德·特朗普,认为有成就,2024-11-07,0.047933
唐纳德・特朗普,美国,认为犯罪,2024-10-30,0.047893
CNBC,台积电,认为有危机,2024-12-16,0.047880
美国,谷歌,感到不满,2024-09-06,0.047860
吉姆·克拉默,英伟达,认为恐怖,2024-09-04,0.047827
杰夫·贝索斯,台积电,增进,2024-11-09,0.047785
半导体,台积电,认可,2024-11-11,0.047697
唐纳德·特朗普总统,《芯片法案》,攻击,2024-11-12,0.047691
唐纳德·特朗普总统,《芯片法案》,攻击,2024-11-12,0.047691
瑞克·卡斯迪,彭博,质疑,2024-10-24,0.047649
格尔辛格尔,台积电,攻击,2024-12-09,0.047537
路透社,格尔辛格,质疑,2024-12-09,0.047397
乔丹·克莱恩,美国,质疑,2024-08-08,0.047383
汪阳,特朗普,认为可靠,2024-11-05,0.047344
路透社,三星,质疑,2024-08-27,0.047307
路透社,三星,质疑,2024-10-06,0.047307
路透社,三星,质疑,2024-08-27,0.047307
路透社,三星,质疑,2024-10-07,0.047307
路透社,三星,质疑,2024-10-06,0.047307
路透社,三星,质疑,2024-10-06,0.047307
路透社,三星,质疑,2024-08-27,0.047307
唐纳德·特朗普,英伟达,增进,2024-08-06,0.047257
亚当·波森,特朗普,认为有成就,2024-11-06,0.047185
拜登总统,《芯片法案》,主导,2024-11-15,0.047111
半导体,台积电,批评,2024-11-11,0.047086
魏哲家,台积电,认为缺乏,2024-10-27,0.046986
台积电,英特尔,担忧,2024-12-03,0.046965
特朗普,鲍威尔,攻击,2025-01-14,0.046950
特朗普,鲍威尔,攻击,2024-07-16,0.046950
唐纳德・特朗普,美国,质疑,2024-10-30,0.046850
威尔森研究公司,盖尔辛格,认为有成就,2024-12-02,0.046849
彭博社,英特尔,担忧,2024-09-26,0.046814
彭博社,英特尔,担忧,2024-09-15,0.046814
彭博社,英特尔,担忧,2024-09-15,0.046814
美国,Alphabet,损害,2024-10-22,0.046794
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
唐纳德·特朗普总统,美国,认为违规,2024-11-15,0.046725
特朗普政府,华为,认为可靠,2024-10-31,0.046697
美联储,美国,主导,2024-10-14,0.046595
美联储,美国,主导,2024-10-14,0.046595
盖尔辛格,谷歌,威胁,2024-10-29,0.046592
拜登政府官员,特朗普,认可,2025-01-13,0.046491
中芯国际,美国,认为非法,2024-11-05,0.046381
黄仁勋,马斯克,认可,2024-10-13,0.046324
黄仁勋,马斯克,认可,2024-10-13,0.046324
美国,任天堂,认可,2025-01-02,0.046311
高盛,美国,主导,2024-11-02,0.046165
CNBC,华为,相信,2024-09-16,0.046156
路透社,英特尔,损害,2024-08-26,0.046144
路透社,英特尔,损害,2024-12-02,0.046144
路透社,英特尔,损害,2024-09-19,0.046144
尹锡悦,特朗普,认为违规,2024-11-12,0.045888
马继华,台积电,认为恐怖,2024-11-10,0.045885
乔·拉戈,《芯片法案》,认为失败,2024-11-06,0.045819
路透社,华为,担忧,2024-10-27,0.045799
路透社,华为,担忧,2024-06-09,0.045799
路透社,华为,担忧,2024-10-21,0.045799
Jim Cramer,半导体,威胁,2024-11-27,0.045797
美国,三星,认为优秀,2024-11-14,0.045662
彭博社,唐纳德·特朗普,认为有成就,2024-11-17,0.045556
习近平,美国,认为热情,2024-11-29,0.045543
特朗普,半导体,批评,2024-11-07,0.045418
特朗普,半导体,批评,2024-11-07,0.045418
特朗普,半导体,批评,2024-11-13,0.045418
特朗普,半导体,批评,2024-11-13,0.045418
特朗普,半导体,批评,2024-11-13,0.045418
特朗普,半导体,批评,2024-11-13,0.045418
特朗普,半导体,批评,2024-11-13,0.045418
黄仁勋,英伟达,担忧,2025-01-10,0.045397
黄仁勋,英伟达,担忧,2025-01-10,0.045397
黄仁勋,英伟达,担忧,2025-01-10,0.045397
黄仁勋,英伟达,担忧,2024-09-28,0.045397
黄仁勋,英伟达,担忧,2024-11-17,0.045397
黄仁勋,英伟达,担忧,2024-11-17,0.045397
华盛顿,阿联酋,认为有危机,2024-09-22,0.045221
唐纳德·特朗普,半导体,批评,2024-11-07,0.045216
唐纳德·特朗普,半导体,批评,2024-11-07,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
唐纳德·特朗普,半导体,批评,2024-11-07,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
唐纳德·特朗普,半导体,批评,2024-11-13,0.045216
清水洋治,美国,感到满意,2024-08-26,0.045180
美国,半导体,主导,2024-12-03,0.045111
美国,半导体,主导,2024-06-19,0.045111
美国,半导体,主导,2024-12-02,0.045111
特朗普,实施高关税,担忧,2024-11-05,0.045095
华纳参议员,乔·拜登,认为犯罪,2024-10-31,0.044999
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-27,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-26,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-15,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-09-19,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-12-03,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-09,0.044869
美国,唐纳德·特朗普,视作英雄,2024-07-18,0.044869
美国,唐纳德·特朗普,视作英雄,2024-10-30,0.044869
美国,唐纳德·特朗普,视作英雄,2025-01-13,0.044869
美国,唐纳德·特朗普,视作英雄,2024-10-30,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-12,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-12,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-20,0.044869
美国,唐纳德·特朗普,视作英雄,2024-11-30,0.044869
美国,唐纳德·特朗普,视作英雄,2024-10-18,0.044869
蒂姆·格尔辛格,英特尔,感到不满,2024-12-10,0.044781
克里斯托夫·福奎特,美国,质疑,2024-11-13,0.044685
美国,普遍关税计划,主导,2025-01-06,0.044661
特朗普政府,英伟达,损害,2024-11-19,0.044525
唐纳德·特朗普,《芯片法案》,相信,2024-11-06,0.044522
唐纳德・特朗普,美国,损害,2024-10-30,0.044458
美国,英特尔,主导,2024-09-17,0.044397
彭博社,台积电,攻击,2024-10-24,0.044381
摩根士丹利,英伟达,认为有成就,2024-10-23,0.044333
路透社,黄仁勋,质疑,2024-12-02,0.044316
路透社,黄仁勋,质疑,2024-12-02,0.044316
路透社,黄仁勋,质疑,2024-12-02,0.044316
帕特·格尔辛格,台积电,威胁,2024-12-09,0.044244
Jim Cramer,英伟达,损害,2024-11-04,0.044183
Jim Cramer,英伟达,损害,2024-11-04,0.044183
彭博社,英特尔,损害,2024-09-15,0.044139
美国,高通,认为有成就,2024-09-22,0.044028
摩根士丹利,台积电,认为有威胁,2024-11-11,0.043975
美国,英特尔,认为违规,2024-11-27,0.043933
唐·克拉克克,特朗普,威胁,2024-12-01,0.043882
总统特朗普,台积电,质疑,2024-11-05,0.043878
英伟达,英伟达,质疑,2024-11-24,0.043834
克里斯托夫·福奎特,美国,认为可靠,2024-11-13,0.043825
唐纳德・特朗普,美国,主导,2024-10-30,0.043772
英伟达,华为,主导,2024-08-12,0.043720
帕特·盖尔辛格,关于台湾稳定性的评论,主导,2024-10-30,0.043607
马克·卢什金尼,英伟达,认可,2024-08-27,0.043560
美国,美国,认为恐怖,2024-10-30,0.043512
美国,QCi代工,主导,2024-11-19,0.043414
帕特·基辛格,英特尔,认可,2024-11-13,0.043411
林次郎,特朗普,质疑,2024-09-01,0.043307
美国,英伟达,感到满意,2024-11-18,0.043278
美国,英伟达,感到满意,2024-11-18,0.043278
美国,英伟达,感到满意,2024-11-18,0.043278
美国,英伟达,感到满意,2024-11-18,0.043278
美国,英伟达,感到满意,2024-11-18,0.043278
美国,英伟达,感到满意,2024-11-18,0.043278
盖尔辛格,英特尔,感到不满,2024-12-03,0.043277
盖尔辛格,英特尔,感到不满,2024-12-03,0.043277
iel Kim,路透社,质疑,2024-10-06,0.043059
《金融时报》,华为,主导,2024-10-22,0.042862
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-07-29,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-07-30,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-06,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-03,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-07,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-10-30,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-07,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-09-10,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-13,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-13,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-11,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-13,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-13,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-11,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-15,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-15,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-15,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-15,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-15,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-11,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-12-02,0.042827
唐纳德·特朗普,台湾,认为有威胁,2024-11-11,0.042827
美国,Hindenburg,质疑,2024-09-26,0.042824
华盛顿,美国,认为非法,2024-10-30,0.042747
彭博商业周刊,特朗普,欢迎,2024-11-05,0.042710
中国,美国,感谢,2024-12-02,0.042648
美国,苹果,质疑,2024-11-30,0.042559
台积电,美国,认为优秀,2025-01-13,0.042524
Jeff Bezos,美国,认为可靠,2024-11-09,0.042418
唐纳德·特朗普,实施关税,主导,2024-12-11,0.042363
基辛格,英特尔,攻击,2024-12-02,0.042329
《金融时报》,台积电,认为恐怖,2024-10-22,0.042317
内德·芬克尔,英伟达,感到不满,2025-01-13,0.042230
亚当·波森,特朗普,认为犯罪,2024-11-06,0.042169
帕特·盖尔辛格,台湾稳定性,认为可靠,2024-10-30,0.042027
帕特·盖尔辛格,台湾稳定性,认为可靠,2024-10-30,0.042027
哈什·库马尔,英伟达,威胁,2024-11-12,0.042018
台湾经济部长,特朗普,认为非法,2024-11-07,0.042005
乔·拜登,台积电,认为优秀,2024-11-17,0.041951
副总统哈里斯,特朗普,认可,2024-09-10,0.041942
克里斯托夫·福奎特,美国,相信,2024-11-13,0.041927
唐纳德・特朗普,美国,认为非法,2024-10-30,0.041891
共和党,唐纳德·特朗普,视作英雄,2024-09-18,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-11-05,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-07-16,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-10-19,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-10-19,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-10-19,0.041844
共和党,唐纳德·特朗普,视作英雄,2024-10-19,0.041844
路透社,台积电,攻击,2024-10-27,0.041804
路透社,台积电,攻击,2024-11-14,0.041804
路透社,台积电,攻击,2024-11-14,0.041804
路透社,台积电,攻击,2024-10-27,0.041804
路透社,台积电,攻击,2024-10-27,0.041804
美国,拜登,感到不满,2024-08-28,0.041648
美国,拜登,感到不满,2024-08-28,0.041648
黄仁勋,台积电,认为可靠,2024-09-20,0.041509
黄仁勋,台积电,认为可靠,2024-09-20,0.041509
黄仁勋,台积电,认为可靠,2024-12-29,0.041509
黄仁勋,台积电,认为可靠,2024-12-30,0.041509
黄仁勋,台积电,认为可靠,2024-12-30,0.041509
黄仁勋,台积电,认为可靠,2024-09-20,0.041509
黄仁勋,台积电,认为可靠,2024-09-20,0.041509
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-07-29,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-07-30,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-03,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-15,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-15,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-15,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-15,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-15,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-11,0.041415
唐纳德·特朗普,台湾,担忧,2024-12-02,0.041415
唐纳德·特朗普,台湾,担忧,2024-11-11,0.041415
百度,台积电,感到不满,2024-11-07,0.041346
美国,台积,主导,2024-11-10,0.041252
唐纳德·特朗普,美国,损害,2024-12-26,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-11-15,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-10-30,0.041209
唐纳德·特朗普,美国,损害,2024-11-07,0.041209
唐纳德·特朗普,美国,损害,2024-12-25,0.041209
唐纳德·特朗普,美国,损害,2024-11-05,0.041209
唐纳德·特朗普,美国,损害,2024-11-15,0.041209
唐纳德·特朗普,美国,损害,2024-11-15,0.041209
唐纳德·特朗普,美国,损害,2024-11-05,0.041209
唐纳德·特朗普,美国,损害,2024-11-15,0.041209
麦肯锡公司,台积电,认为可靠,2024-09-05,0.041197
英伟达,台积电,认为有威胁,2024-09-10,0.041055
《金融时报》,台积电,担忧,2024-11-04,0.041035
《金融时报》,台积电,担忧,2024-11-07,0.041035
《金融时报》,台积电,担忧,2024-10-22,0.041035
《金融时报》,台积电,担忧,2024-11-07,0.041035
《金融时报》,台积电,担忧,2024-11-09,0.041035
美国,特朗普,视作英雄,2024-12-27,0.041028
美国,特朗普,视作英雄,2024-12-26,0.041028
美国,特朗普,视作英雄,2024-11-07,0.041028
美国,特朗普,视作英雄,2024-11-07,0.041028
美国,特朗普,视作英雄,2024-11-07,0.041028
美国,特朗普,视作英雄,2024-11-07,0.041028
美国,特朗普,视作英雄,2024-11-07,0.041028
日本传媒,台积电,相信,2024-10-28,0.041017
日本传媒,台积电,相信,2024-10-28,0.041017
新政府,英特尔,损害,2024-11-12,0.041010
英伟达,谷歌,感到不满,2024-09-09,0.040926
英伟达,英伟达,担忧,2024-11-24,0.040880
帕特·盖尔辛格,美国,担忧,2024-06-03,0.040810
路透社,华为,认可,2024-06-09,0.040546
美国,台湾积电,认可,2024-10-23,0.040517
美国,台湾积电,认可,2024-10-27,0.040517
美国,《芯片和科学法案》,主导,2024-10-16,0.040474
美国,《芯片和科学法案》,主导,2024-10-16,0.040474
美国,《芯片和科学法案》,主导,2024-09-18,0.040474
美国,《芯片和科学法案》,主导,2024-10-16,0.040474
美国,《芯片和科学法案》,主导,2024-10-18,0.040474
美国,《芯片和科学法案》,主导,2025-01-03,0.040474
美国,《芯片和科学法案》,主导,2024-09-05,0.040474
美国,英伟达,支持,2024-11-09,0.040418
美国,英伟达,支持,2024-12-26,0.040418
美国,英伟达,支持,2024-11-18,0.040418
美国,英伟达,支持,2024-11-18,0.040418
美国,英伟达,支持,2024-11-18,0.040418
美国,英伟达,支持,2024-11-18,0.040418
美国,英伟达,支持,2024-11-18,0.040418
美国,英伟达,支持,2024-11-18,0.040418
《金融时报》,华为,担忧,2024-10-22,0.040397
哈什·库马尔,英伟达,认为有威胁,2024-11-12,0.040385
约翰·纽佛,美国,损害,2025-01-13,0.040380
台湾经济部长,特朗普,担忧,2024-11-07,0.040309
唐纳德·特朗普,《芯片法案》,认可,2024-11-06,0.040282
唐纳德·特朗普,《芯片法案》,认可,2024-11-06,0.040282
唐纳德·特朗普,《芯片法案》,认可,2024-11-06,0.040282
唐纳德·特朗普,《芯片法案》,认可,2024-11-06,0.040282
马继华,台积电,认为有危机,2024-11-10,0.040275
埃里克·施密特,英伟达,担忧,2024-08-14,0.040253
美国,华为,支持,2024-10-31,0.040252
美国,华为,支持,2024-10-27,0.040252
美国,华为,支持,2024-10-27,0.040252
清水洋治,美国,认为可靠,2024-08-26,0.040238
吉恩·蒙斯特,台积电,担忧,2024-10-22,0.040227
CNBC,台积电,质疑,2024-12-16,0.040156
戴维·津斯纳,盖尔辛格,质疑,2024-12-02,0.040100
英伟达,美国,威胁,2025-01-13,0.040035
拜登政府,美国,主导,2024-10-02,0.039934
拜登政府,美国,主导,2024-11-05,0.039934
路透社,黄仁勋,担忧,2024-12-02,0.039899
投资者,台积电,担忧,2024-09-24,0.039869
投资者,台积电,担忧,2024-11-29,0.039869
华盛顿分析团队,特朗普,担忧,2024-11-19,0.039867
美国,新的出口管制,主导,2025-01-10,0.039566
帕特·盖尔辛格,美国,主导,2024-10-02,0.039540
华盛顿,拜登政府,质疑,2025-01-13,0.039536
路透社,格尔辛格,相信,2024-12-09,0.039504
谷歌,华为,认为有威胁,2024-10-31,0.039431
美国,乔·拜登,攻击,2024-11-05,0.039412
麦肯锡公司,台积电,损害,2024-10-31,0.039317
克里斯托夫·福克特,美国,认为违规,2024-11-13,0.039255
Jim·塞默,台积电,认可,2024-11-03,0.039213
杰夫·贝索斯,英伟达,攻击,2024-12-02,0.039157
杰夫·贝索斯,英伟达,攻击,2024-12-02,0.039157
杰夫·贝索斯,英伟达,攻击,2024-12-03,0.039157
台积电,客户,损害,2024-11-07,0.039154
基辛格,英特尔,主导,2024-12-03,0.039102
美国,《芯片法案》,认可,2024-10-29,0.038951
美国,《芯片法案》,认可,2024-10-29,0.038951
美国,《芯片法案》,认可,2024-10-29,0.038951
美国,《芯片法案》,认可,2024-10-22,0.038951
美国,《芯片法案》,认可,2024-09-20,0.038951
美国,《芯片法案》,认可,2024-09-20,0.038951
基辛格,雅虎财经,感谢,2024-10-31,0.038948
唐纳德·特朗普,进口关税,认为有威胁,2025-01-13,0.038942
路透社,台积电,认为有成就,2024-10-27,0.038906
路透社,台积电,认为有成就,2025-01-10,0.038906
路透社,台积电,认为有成就,2024-10-27,0.038906
